title,company,price,year,km_driven,fuel_type,transmission,city,link
Hyundai Creta Facelift (2017),Hyundai,449000,2017,86000,Diesel,Manual,"Damdama, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-damdama-moradabad-iid-1847407946
Audi Q8 (2023),Audi,7200000,2023,28010,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-q8-in-moradabad-uttar-pradesh-iid-1842891185
Hyundai Creta (2024),Hyundai,1650000,2024,63857,Petrol,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-in-moradabad-uttar-pradesh-iid-1843581589
Maruti Suzuki Swift (2017),Maruti Suzuki,470000,2017,59000,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-in-delhi-road-moradabad-iid-1843966962
Hyundai Grand I10 (2017),Hyundai,295000,2017,28700,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-delhi-road-moradabad-iid-1839116404
Maruti Suzuki Swift Dzire (2012),Maruti Suzuki,155000,2012,92568,CNG,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1846202146
Bmw X3 (2025),BMW,6900000,2025,7217,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-budh-vihar-moradabad-iid-1840652326
Maruti Suzuki Swift Dzire (2024),Maruti Suzuki,620000,2024,37808,Petrol,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1843528374
Audi A6 (2022),Audi,3900000,2022,17420,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a6-in-moradabad-uttar-pradesh-iid-1841590700
Tata Punch (2025),Tata,720000,2025,34580,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-delhi-road-moradabad-iid-1845199804
Bmw 3 Series Gran Limousine (2025),BMW,4700000,2025,12942,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-moradabad-uttar-pradesh-iid-1838579582
Hyundai Creta Facelift (2017),Hyundai,449000,2017,86000,Diesel,Manual,"Damdama, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-damdama-moradabad-iid-1847407946
Hyundai Verna (2023),Hyundai,1150000,2023,46000,Petrol,Manual,"Khushalpur, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-verna-in-khushalpur-moradabad-iid-1846789758
Hyundai Creta Facelift (2022),Hyundai,900000,2022,83500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-harthala-moradabad-iid-1845940262
Bmw 5 Series (2022),BMW,4750000,2022,41814,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-5-series-in-moradabad-uttar-pradesh-iid-1840755799
Audi Q8 (2023),Audi,7200000,2023,28010,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-q8-in-moradabad-uttar-pradesh-iid-1842891185
Hyundai Grand I10 (2017),Hyundai,295000,2017,28700,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-delhi-road-moradabad-iid-1839116404
Toyota Innova Hycross (2023),Toyota,2190000,2023,87780,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-toyota-innova-hycross-in-moradabad-uttar-pradesh-iid-1846432663
Porsche Cayenne (2022),Porsche,9900000,2022,42939,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-porsche-cayenne-in-budh-vihar-moradabad-iid-1840047286
Maruti Suzuki Ertiga (2017),Maruti Suzuki,560000,2017,78423,Diesel,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-delhi-road-moradabad-iid-1843572746
Bmw 3 Series Gran Limousine (2025),BMW,4700000,2025,12942,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-moradabad-uttar-pradesh-iid-1838579582
Maruti Suzuki Dzire (2014),Maruti Suzuki,180000,2014,30,Diesel,Manual,"PWD Residential Colony, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-dzire-in-pwd-residential-colony-moradabad-iid-1845390185
Hyundai I20 (2024),Hyundai,700000,2024,75000,Petrol,Manual,"Adarsh Colony, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i20-in-adarsh-colony-moradabad-iid-1845203092
Audi A6 (2022),Audi,3900000,2022,17420,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a6-in-moradabad-uttar-pradesh-iid-1841590700
Bmw X3 (2022),BMW,4500000,2022,34768,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-moradabad-uttar-pradesh-iid-1840738424
Maruti Suzuki Ertiga (2013),Maruti Suzuki,300000,2013,88530,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-budh-vihar-moradabad-iid-1844520324
Maruti Suzuki Wagon R (2017),Maruti Suzuki,258000,2017,66381,Petrol,Automatic,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-delhi-road-moradabad-iid-1839526705
Hyundai Elite I20 (2015),Hyundai,395999,2015,66500,Petrol,Manual,"Azad Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-elite-i20-in-azad-nagar-moradabad-iid-1845460638
Tata Punch (2025),Tata,600000,2025,34580,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-delhi-road-moradabad-iid-1845199804
Maruti Suzuki Swift Dzire (2012),Maruti Suzuki,155000,2012,92568,CNG,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1846202146
Bmw X3 (2025),BMW,6900000,2025,7217,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-budh-vihar-moradabad-iid-1840652326
Mercedes-Benz Gle (2022),Mercedes,6000000,2022,47894,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-gle-in-moradabad-uttar-pradesh-iid-1835609502
Maruti Suzuki Wagon R (2017),Maruti Suzuki,258000,2017,66381,Petrol,Automatic,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-delhi-road-moradabad-iid-1839526705
Maruti Suzuki Swift Dzire (2012),Maruti Suzuki,155000,2012,92568,CNG,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1846202146
Bmw 3 Series Gran Limousine (2025),BMW,4700000,2025,12942,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-moradabad-uttar-pradesh-iid-1838579582
Hyundai I10 (2012),Hyundai,165000,2012,74000,Petrol,Manual,"Station Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-station-road-moradabad-iid-1846975891
Bmw X3 (2025),BMW,6900000,2025,7217,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-budh-vihar-moradabad-iid-1840652326
Toyota Innova Hycross (2023),Toyota,2190000,2023,87780,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-toyota-innova-hycross-in-moradabad-uttar-pradesh-iid-1846432663
Hyundai I10 (2017),Hyundai,245000,2017,53800,Petrol,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-moradabad-uttar-pradesh-iid-1825128696
Maruti Suzuki Baleno (2019),Maruti Suzuki,610000,2019,69010,Petrol,Manual,"Jama Masjid, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-jama-masjid-moradabad-iid-1847115428
Kia Seltos (2020),Kia,795000,2020,75120,Petrol,Automatic,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-kia-seltos-in-delhi-road-moradabad-iid-1844932150
Bmw X3 (2022),BMW,4500000,2022,34768,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-moradabad-uttar-pradesh-iid-1840738424
Tata Harrier (2023),Tata,1700000,2023,60852,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-tata-harrier-in-moradabad-uttar-pradesh-iid-1845828555
Maruti Suzuki Wagon R (2025),Maruti Suzuki,525000,2025,19600,Petrol,Manual,"Diwan Ka Bazar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-diwan-ka-bazar-moradabad-iid-1847408195
Maruti Suzuki Wagon R (2017),Maruti Suzuki,258000,2017,66381,Petrol,Automatic,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-delhi-road-moradabad-iid-1839526705
Bmw X7 (2024),BMW,9200000,2024,28310,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x7-in-moradabad-uttar-pradesh-iid-1842125114
Mahindra Bolero (2019),Mahindra,525000,2019,85105,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mahindra-bolero-in-moradabad-uttar-pradesh-iid-1843523779
Skoda Slavia (2022),Skoda,1025000,2022,94990,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-skoda-slavia-in-moradabad-uttar-pradesh-iid-1840400509
Hyundai Grand I10 (2017),Hyundai,295000,2017,28700,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-delhi-road-moradabad-iid-1839116404
Hyundai I10 (2017),Hyundai,245000,2017,53800,Petrol,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-moradabad-uttar-pradesh-iid-1825128696
Kia Sonet (2021),Kia,690000,2021,67530,Diesel,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-kia-sonet-in-delhi-road-moradabad-iid-1844744842
Mahindra Bolero (2019),Mahindra,525000,2019,85105,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mahindra-bolero-in-moradabad-uttar-pradesh-iid-1843523779
Tata Punch (2022),Tata,715000,2022,13500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-harthala-moradabad-iid-1847420286
Maruti Suzuki Wagon R (2017),Maruti Suzuki,258000,2017,66381,Petrol,Automatic,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-delhi-road-moradabad-iid-1839526705
Hyundai Creta Facelift (2022),Hyundai,900000,2022,83500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-harthala-moradabad-iid-1845940262
Audi A3 Cabriolet (2020),Audi,5000000,2020,42174,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a3-cabriolet-in-moradabad-uttar-pradesh-iid-1842688433
Maruti Suzuki Swift Dzire (2012),Maruti Suzuki,155000,2012,92568,CNG,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1846202146
Hyundai Elite I20 (2015),Hyundai,395999,2015,66500,Petrol,Manual,"Azad Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-elite-i20-in-azad-nagar-moradabad-iid-1845460638
Tata Punch (2025),Tata,600000,2025,34580,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-delhi-road-moradabad-iid-1845199804
Hyundai I10 (2012),Hyundai,155000,2012,74000,Petrol,Manual,"Station Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-station-road-moradabad-iid-1846975891
Maruti Suzuki Baleno (2019),Maruti Suzuki,610000,2019,69010,Petrol,Manual,"Jama Masjid, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-jama-masjid-moradabad-iid-1847115428
Mahindra Xuv300 (2019),Mahindra,575000,2019,57941,Diesel,Manual,"Fazal Pur Lakdi, Moradabad",https://www.olx.in/item/cars-c84-used-mahindra-xuv-300-in-fazal-pur-lakdi-moradabad-iid-1839925623
Porsche Cayenne (2022),Porsche,9900000,2022,42939,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-porsche-cayenne-in-budh-vihar-moradabad-iid-1840047286
Maruti Suzuki Wagon R (2025),Maruti Suzuki,424999,2025,19600,Petrol,Manual,"Diwan Ka Bazar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-diwan-ka-bazar-moradabad-iid-1847408195
Mercedes-Benz Glc (2017),Mercedes,2000000,2017,63000,Diesel,Automatic,"Pili Kothi, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-pili-kothi-moradabad-iid-1833073004
Jaguar Xf (2014),Jaguar,750000,2014,72000,Diesel,Automatic,"Adarsh Colony, Moradabad",https://www.olx.in/item/cars-c84-used-jaguar-xf-in-adarsh-colony-moradabad-iid-1843880234
Bmw 3 Series Gran Limousine (2023),BMW,5000000,2023,3977,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-budh-vihar-moradabad-iid-1840722566
Bmw X7 (2024),BMW,9200000,2024,28310,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x7-in-moradabad-uttar-pradesh-iid-1842125114
Tata Punch (2022),Tata,715000,2022,13500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-harthala-moradabad-iid-1847420286
Maruti Suzuki Ertiga (2017),Maruti Suzuki,560000,2017,78423,Diesel,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-delhi-road-moradabad-iid-1843572746
Audi A6 (2022),Audi,3900000,2022,17420,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a6-in-moradabad-uttar-pradesh-iid-1841590700
Bmw I7 (2025),BMW,14500000,2025,14128,Electric,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-i7-in-moradabad-uttar-pradesh-iid-1843067348
Bmw 3 Series Gran Limousine (2025),BMW,4700000,2025,12942,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-moradabad-uttar-pradesh-iid-1838579582
Mahindra Bolero (2019),Mahindra,525000,2019,85105,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mahindra-bolero-in-moradabad-uttar-pradesh-iid-1843523779
Hyundai I10 (2012),Hyundai,155000,2012,74000,Petrol,Manual,"Station Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-station-road-moradabad-iid-1846975891
Maruti Suzuki Ertiga (2017),Maruti Suzuki,560000,2017,78423,Diesel,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-delhi-road-moradabad-iid-1843572746
Bmw 3 Series Gran Limousine (2023),BMW,5000000,2023,3977,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-budh-vihar-moradabad-iid-1840722566
Maruti Suzuki Swift Dzire (2012),Maruti Suzuki,155000,2012,92568,CNG,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1846202146
Bmw X3 (2025),BMW,6900000,2025,7217,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-budh-vihar-moradabad-iid-1840652326
Tata Harrier (2023),Tata,1700000,2023,60852,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-tata-harrier-in-moradabad-uttar-pradesh-iid-1845828555
Bmw X3 (2022),BMW,4500000,2022,34768,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-moradabad-uttar-pradesh-iid-1840738424
Bmw I7 (2025),BMW,14500000,2025,14128,Electric,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-i7-in-moradabad-uttar-pradesh-iid-1843067348
Volkswagen Vento (2012),Volkswagen,240000,2012,98000,Petrol,Manual,"Mazra Fazilpur, Moradabad",https://www.olx.in/item/cars-c84-used-volkswagen-vento-in-mazra-fazilpur-moradabad-iid-1843279013
Bmw 3 Series Gran Limousine (2023),BMW,5000000,2023,3977,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-budh-vihar-moradabad-iid-1840722566
Mercedes-Benz Glc (2017),Mercedes,2000000,2017,63000,Diesel,Automatic,"Pili Kothi, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-pili-kothi-moradabad-iid-1833073004
Maruti Suzuki Baleno (2019),Maruti Suzuki,610000,2019,69010,Petrol,Manual,"Jama Masjid, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-jama-masjid-moradabad-iid-1847115428
Honda Amaze (2013),Honda,255000,2013,86000,Petrol,Manual,"Rahmat Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-honda-amaze-in-rahmat-nagar-moradabad-iid-1843805882
Hyundai Creta Facelift (2017),Hyundai,449000,2017,86000,Diesel,Manual,"Damdama, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-damdama-moradabad-iid-1847407946
Porsche Cayenne (2022),Porsche,9900000,2022,42939,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-porsche-cayenne-in-budh-vihar-moradabad-iid-1840047286
Honda Amaze (2013),Honda,255000,2013,86000,Petrol,Manual,"Rahmat Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-honda-amaze-in-rahmat-nagar-moradabad-iid-1843805882
Tata Punch (2024),Tata,600000,2024,25000,Petrol,Manual,"Police Chowky, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-police-chowky-moradabad-iid-1845746458
Tata Punch (2022),Tata,715000,2022,13500,Petrol,Manual,"Harthala, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-harthala-moradabad-iid-1847420286
Tata Punch (2025),Tata,600000,2025,34580,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-delhi-road-moradabad-iid-1845199804
Mercedes-Benz Glc (2017),Mercedes,2000000,2017,63000,Diesel,Automatic,"Pili Kothi, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-pili-kothi-moradabad-iid-1833073004
Bmw X3 (2022),BMW,4500000,2022,34768,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-moradabad-uttar-pradesh-iid-1840738424
Maruti Suzuki Swift Dzire (2012),Maruti Suzuki,155000,2012,92568,CNG,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1846202146
Bmw I7 (2025),BMW,14500000,2025,14128,Electric,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-i7-in-moradabad-uttar-pradesh-iid-1843067348
Hyundai Elite I20 (2015),Hyundai,395999,2015,66500,Petrol,Manual,"Azad Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-elite-i20-in-azad-nagar-moradabad-iid-1845460638
Skoda Slavia (2022),Skoda,1025000,2022,94990,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-skoda-slavia-in-moradabad-uttar-pradesh-iid-1840400509
Maruti Suzuki Baleno (2019),Maruti Suzuki,610000,2019,69010,Petrol,Manual,"Jama Masjid, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-jama-masjid-moradabad-iid-1847115428
Maruti Suzuki Swift Dzire (2024),Maruti Suzuki,620000,2024,37808,Petrol,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1843528374
Audi Q8 (2023),Audi,7200000,2023,28010,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-q8-in-moradabad-uttar-pradesh-iid-1842891185
Tata Punch (2025),Tata,600000,2025,34580,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-delhi-road-moradabad-iid-1845199804
Bmw 3 Series Gran Limousine (2025),BMW,4700000,2025,12942,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-moradabad-uttar-pradesh-iid-1838579582
Bmw 6 Series Gt (2024),BMW,6000000,2024,20582,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-6-series-gt-in-moradabad-uttar-pradesh-iid-1838743074
Audi A3 Cabriolet (2020),Audi,5000000,2020,42174,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a3-cabriolet-in-moradabad-uttar-pradesh-iid-1842688433
Mercedes-Benz Glc (2025),Mercedes,6800000,2025,3080,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-glc-in-moradabad-uttar-pradesh-iid-1843267107
Mercedes-Benz Gle (2022),Mercedes,6000000,2022,47894,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-gle-in-moradabad-uttar-pradesh-iid-1835609502
Hyundai Grand I10 (2017),Hyundai,295000,2017,28700,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-delhi-road-moradabad-iid-1839116404
Bmw 3 Series Gran Limousine (2023),BMW,5000000,2023,3977,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-3-series-gran-limousine-in-budh-vihar-moradabad-iid-1840722566
Maruti Suzuki Wagon R (2017),Maruti Suzuki,258000,2017,66381,Petrol,Automatic,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-delhi-road-moradabad-iid-1839526705
Bmw I7 (2025),BMW,14500000,2025,14128,Electric,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-i7-in-moradabad-uttar-pradesh-iid-1843067348
Hyundai I20 (2015),Hyundai,285000,2015,150000,Petrol,Manual,"Transport Nagar, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i20-in-transport-nagar-moradabad-iid-1847118703
Toyota Innova Hycross (2023),Toyota,2190000,2023,87780,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-toyota-innova-hycross-in-moradabad-uttar-pradesh-iid-1846432663
Maruti Suzuki Wagon R (2025),Maruti Suzuki,424999,2025,19600,Petrol,Manual,"Diwan Ka Bazar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-diwan-ka-bazar-moradabad-iid-1847408195
Porsche Cayenne (2022),Porsche,9900000,2022,42939,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-porsche-cayenne-in-budh-vihar-moradabad-iid-1840047286
Audi Q8 (2023),Audi,7200000,2023,28010,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-q8-in-moradabad-uttar-pradesh-iid-1842891185
Mercedes-Benz Gle (2022),Mercedes,6000000,2022,47894,Diesel,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-mercedes-benz-gle-in-moradabad-uttar-pradesh-iid-1835609502
Tata Punch (2025),Tata,600000,2025,34580,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-tata-punch-in-delhi-road-moradabad-iid-1845199804
Tata Harrier (2023),Tata,1700000,2023,60852,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-tata-harrier-in-moradabad-uttar-pradesh-iid-1845828555
Tata Safari (2023),Tata,1440000,2023,30000,Diesel,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-tata-safari-in-moradabad-uttar-pradesh-iid-1846801589
Hyundai Creta Facelift (2017),Hyundai,449000,2017,86000,Diesel,Manual,"Damdama, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-creta-facelift-in-damdama-moradabad-iid-1847407946
Bmw X3 (2025),BMW,6900000,2025,7217,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x3-in-budh-vihar-moradabad-iid-1840652326
Toyota Innova Hycross (2023),Toyota,2190000,2023,87780,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-toyota-innova-hycross-in-moradabad-uttar-pradesh-iid-1846432663
Audi A3 Cabriolet (2020),Audi,5000000,2020,42174,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a3-cabriolet-in-moradabad-uttar-pradesh-iid-1842688433
Bmw X7 (2023),BMW,10900000,2023,39387,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-bmw-x7-in-moradabad-uttar-pradesh-iid-1837076885
Kia Carens (2023),Kia,1250000,2023,70000,Diesel,Automatic,"Karula, Moradabad",https://www.olx.in/item/cars-c84-used-kia-carens-in-karula-moradabad-iid-1847425805
Hyundai I10 (2012),Hyundai,155000,2012,74000,Petrol,Manual,"Station Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-i10-in-station-road-moradabad-iid-1846975891
Maruti Suzuki Swift Dzire (2012),Maruti Suzuki,155000,2012,92568,CNG,Manual,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-in-moradabad-uttar-pradesh-iid-1846202146
Hyundai Grand I10 (2017),Hyundai,295000,2017,28700,Petrol,Manual,"Delhi Road, Moradabad",https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-delhi-road-moradabad-iid-1839116404
Audi A3 Cabriolet (2020),Audi,5000000,2020,42174,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a3-cabriolet-in-moradabad-uttar-pradesh-iid-1842688433
Audi A6 (2022),Audi,3900000,2022,17420,Petrol,Automatic,"Budh Vihar, Moradabad",https://www.olx.in/item/cars-c84-used-audi-a6-in-moradabad-uttar-pradesh-iid-1841590700
